time_s,rate_bits_per_second,cumulative_rate_integral_bits
-282.0,0.0,0.0
-280.0,0.0,0.0
-278.0,0.0,0.0
-276.0,0.0,0.0
-274.0,0.0,0.0
-272.0,0.0,0.0
-270.0,0.0,0.0
-268.0,0.0,0.0
-266.0,0.0,0.0
-264.0,0.0,0.0
-262.0,0.0,0.0
-260.0,0.0,0.0
-258.0,0.0,0.0
-256.0,0.0,0.0
-254.0,0.0,0.0
-252.0,0.0,0.0
-250.0,0.0,0.0
-248.0,0.0,0.0
-246.0,0.0,0.0
-244.0,0.0,0.0
-242.0,0.0,0.0
-240.0,0.0,0.0
-238.0,0.0,0.0
-236.0,0.0,0.0
-234.0,0.0,0.0
-232.0,0.0,0.0
-230.0,0.0,0.0
-228.0,0.0,0.0
-226.0,0.0,0.0
-224.0,0.0,0.0
-222.0,0.0,0.0
-220.0,0.0,0.0
-218.0,0.0,0.0
-216.0,0.0,0.0
-214.0,0.0,0.0
-212.0,0.0,0.0
-210.0,0.0,0.0
-208.0,0.0,0.0
-206.0,0.0,0.0
-204.0,0.0,0.0
-202.0,0.0,0.0
-200.0,0.0,0.0
-198.0,0.0,0.0
-196.0,0.0,0.0
-194.0,0.0,0.0
-192.0,0.0,0.0
-190.0,0.0,0.0
-188.0,0.0,0.0
-186.0,0.0,0.0
-184.0,0.0,0.0
-182.0,0.0,0.0
-180.0,0.0,0.0
-178.0,0.0,0.0
-176.0,0.0,0.0
-174.0,0.0,0.0
-172.0,0.0,0.0
-170.0,0.0,0.0
-168.0,0.0,0.0
-166.0,0.0,0.0
-164.0,0.0,0.0
-162.0,0.0,0.0
-160.0,0.0,0.0
-158.0,0.0,0.0
-156.0,0.0,0.0
-154.0,0.0,0.0
-152.0,26.88214956535664,26.88214956535664
-150.0,66.10724412854042,119.8715432592537
-148.0,107.6233451749726,293.6021325627667
-146.0,151.51467902676032,552.7401567644997
-144.0,197.8695374932394,902.1243732844994
-142.0,246.7804679657542,1346.774378743493
-140.0,298.34446762527836,1891.8993143345256
-138.0,352.6631811448667,2542.9069631046705
-136.0,409.8431011180889,3305.413245367626
-134.0,469.99577027257993,4185.2521167582945
-132.0,533.2379843179982,5188.485871348873
-130.0,599.6919940408645,6321.415849707735
-128.0,669.4857049744986,7590.593548723098
-126.0,742.7528726493509,9002.832126346948
-124.0,819.6332910524005,10565.218290048699
-122.0,900.2729714929342,12285.124552594034
-120.0,984.8243085759178,14170.221832662886
-118.0,1073.4462294169864,16228.492370655791
-116.0,1166.3043215869116,18468.24292165969
-114.0,1263.5709345393964,20898.118177785997
-112.0,1365.4252484428685,23527.11436076826
-110.0,1472.053303398022,26364.59291260915
-108.0,1583.6479809640996,29420.29419697127
-106.0,1700.4089287357315,32704.3511066711
-104.0,1822.542417386166,36227.302452792996
-102.0,1950.2611181290329,40000.10598830819
-100.0,2083.7837869263253,44034.15089336355
-98.0,2223.3348399959114,48341.26952028579
-96.0,2369.1438032269716,52933.74816350867
-94.0,2521.4446160252114,57824.33658276086
-92.0,2680.4747678552003,63026.25596664127
-90.0,2846.474243386727,68553.2049778832
-88.0,3019.684249672734,74419.36347094266
-86.0,3200.345696255364,80639.39341687075
-84.0,3388.6973965740603,87228.43650970017
-82.0,3584.973956598249,94202.10786287248
-80.0,3789.403314362682,101576.48513383341
-78.0,4002.203892156495,109368.0923403526
-76.0,4223.581321710476,117593.87755421957
-74.0,4453.724702038486,126271.18357796854
-72.0,4692.8023499047695,135417.7106299118
-70.0,4940.957004513127,145051.4699843297
-68.0,5198.300451345023,155190.72744018785
-66.0,5464.9075355338655,165853.93542706675
-64.0,5548.534145564151,176867.37710816477
-62.0,5548.534145564155,187964.44539929306
-60.0,5548.534145564151,199061.51369042136
-58.0,5548.534145564155,210158.58198154965
-56.0,5548.534145564155,221255.65027267797
-54.0,5548.534145564155,232352.7185638063
-52.0,5548.534145564155,243449.78685493462
-50.0,5548.534145564151,254546.8551460629
-48.0,5548.534145564151,265643.92343719123
-46.0,5548.534145564151,276740.99172831955
-44.0,5548.534145564151,287838.0600194479
-42.0,5548.534145564151,298935.1283105762
-40.0,5548.534145564151,310032.1966017045
-38.0,5548.534145564155,321129.26489283284
-36.0,5548.534145564155,332226.33318396116
-34.0,5548.534145564151,343323.4014750895
-32.0,5548.534145564155,354420.4697662178
-30.0,5548.534145564151,365517.53805734613
-28.0,5548.534145564155,376614.60634847445
-26.0,5548.534145564155,387711.6746396028
-24.0,5548.534145564155,398808.7429307311
-22.0,5548.534145564155,409905.8112218594
-20.0,5548.534145564155,421002.87951298774
-18.0,5548.534145564155,432099.94780411606
-16.0,5548.534145564155,443197.0160952444
-14.0,5548.534145564151,454294.0843863727
-12.0,5548.534145564155,465391.152677501
-10.0,5548.534145564155,476488.22096862935
-8.0,5548.534145564155,487585.2892597577
-6.0,5548.534145564151,498682.357550886
-4.0,5548.534145564155,509779.4258420143
-2.0,5548.534145564155,520876.49413314264
0.0,5548.534145564155,531973.5624242709
2.0,5548.534145564155,543070.6307153992
4.0,5548.534145564155,554167.6990065274
6.0,5548.534145564151,565264.7672976557
8.0,5548.534145564155,576361.835588784
10.0,5548.534145564155,587458.9038799122
12.0,5548.534145564155,598555.9721710405
14.0,5548.534145564151,609653.0404621687
16.0,5548.534145564155,620750.108753297
18.0,5548.534145564155,631847.1770444253
20.0,5548.534145564155,642944.2453355535
22.0,5548.534145564155,654041.3136266818
24.0,5548.534145564155,665138.3819178101
26.0,5548.534145564155,676235.4502089383
28.0,5548.534145564155,687332.5185000666
30.0,5548.534145564151,698429.5867911949
32.0,5548.534145564155,709526.6550823231
34.0,5548.534145564151,720623.7233734514
36.0,5548.534145564155,731720.7916645797
38.0,5548.534145564155,742817.8599557079
40.0,5548.534145564151,753914.9282468362
42.0,5548.534145564151,765011.9965379644
44.0,5548.534145564151,776109.0648290927
46.0,5548.534145564151,787206.133120221
48.0,5548.534145564151,798303.2014113492
50.0,5548.534145564151,809400.2697024775
52.0,5548.534145564155,820497.3379936058
54.0,5548.534145564155,831594.406284734
56.0,5548.534145564155,842691.4745758623
58.0,5548.534145564155,853788.5428669906
60.0,5548.534145564151,864885.6111581188
62.0,5548.534145564155,875982.6794492471
64.0,5548.534145564151,887079.7477403753
66.0,5464.9075355338655,898093.1894214733
68.0,5198.300451345023,908756.3974083522
70.0,4940.957004513127,918895.6548642104
72.0,4692.8023499047695,928529.4142186283
74.0,4453.724702038486,937675.9412705716
76.0,4223.581321710476,946353.2472943205
78.0,4002.203892156495,954579.0325081875
80.0,3789.403314362682,962370.6397147067
82.0,3584.973956598249,969745.0169856676
84.0,3388.6973965740603,976718.6883388399
86.0,3200.345696255364,983307.7314316693
88.0,3019.684249672734,989527.7613775975
90.0,2846.474243386727,995393.9198706569
92.0,2680.4747678552003,1000920.8688818988
94.0,2521.4446160252114,1006122.7882657793
96.0,2369.1438032269716,1011013.3766850315
98.0,2223.3348399959114,1015605.8553282543
100.0,2083.7837869263253,1019912.9739551765
102.0,1950.2611181290329,1023947.0188602319
104.0,1822.542417386166,1027719.8223957471
106.0,1700.4089287357315,1031242.7737418689
108.0,1583.6479809640996,1034526.8306515687
110.0,1472.053303398022,1037582.5319359308
112.0,1365.4252484428685,1040420.0104877717
114.0,1263.5709345393964,1043049.0066707539
116.0,1166.3043215869116,1045478.8819268802
118.0,1073.4462294169864,1047718.6324778841
120.0,984.8243085759178,1049776.903015877
122.0,900.2729714929342,1051662.0002959457
124.0,819.6332910524005,1053381.906558491
126.0,742.7528726493509,1054944.2927221928
128.0,669.4857049744986,1056356.5312998167
130.0,599.6919940408645,1057625.7089988322
132.0,533.2379843179982,1058758.638977191
134.0,469.99577027257993,1059761.8727317816
136.0,409.8431011180889,1060641.7116031721
138.0,352.6631811448667,1061404.217885435
140.0,298.34446762527836,1062055.2255342053
142.0,246.7804679657542,1062600.3504697965
144.0,197.8695374932394,1063045.0004752555
146.0,151.51467902676032,1063394.3846917755
148.0,107.6233451749726,1063653.5227159772
150.0,66.10724412854042,1063827.2533052806
152.0,26.88214956535664,1063920.2426989744
154.0,0.0,1063947.1248485397
156.0,0.0,1063947.1248485397
158.0,0.0,1063947.1248485397
160.0,0.0,1063947.1248485397
162.0,0.0,1063947.1248485397
164.0,0.0,1063947.1248485397
166.0,0.0,1063947.1248485397
168.0,0.0,1063947.1248485397
170.0,0.0,1063947.1248485397
172.0,0.0,1063947.1248485397
174.0,0.0,1063947.1248485397
176.0,0.0,1063947.1248485397
178.0,0.0,1063947.1248485397
180.0,0.0,1063947.1248485397
182.0,0.0,1063947.1248485397
184.0,0.0,1063947.1248485397
186.0,0.0,1063947.1248485397
188.0,0.0,1063947.1248485397
190.0,0.0,1063947.1248485397
192.0,0.0,1063947.1248485397
194.0,0.0,1063947.1248485397
196.0,0.0,1063947.1248485397
198.0,0.0,1063947.1248485397
200.0,0.0,1063947.1248485397
202.0,0.0,1063947.1248485397
204.0,0.0,1063947.1248485397
206.0,0.0,1063947.1248485397
208.0,0.0,1063947.1248485397
210.0,0.0,1063947.1248485397
212.0,0.0,1063947.1248485397
214.0,0.0,1063947.1248485397
216.0,0.0,1063947.1248485397
218.0,0.0,1063947.1248485397
220.0,0.0,1063947.1248485397
222.0,0.0,1063947.1248485397
224.0,0.0,1063947.1248485397
226.0,0.0,1063947.1248485397
228.0,0.0,1063947.1248485397
230.0,0.0,1063947.1248485397
232.0,0.0,1063947.1248485397
234.0,0.0,1063947.1248485397
236.0,0.0,1063947.1248485397
238.0,0.0,1063947.1248485397
240.0,0.0,1063947.1248485397
242.0,0.0,1063947.1248485397
244.0,0.0,1063947.1248485397
246.0,0.0,1063947.1248485397
248.0,0.0,1063947.1248485397
250.0,0.0,1063947.1248485397
252.0,0.0,1063947.1248485397
254.0,0.0,1063947.1248485397
256.0,0.0,1063947.1248485397
258.0,0.0,1063947.1248485397
260.0,0.0,1063947.1248485397
262.0,0.0,1063947.1248485397
264.0,0.0,1063947.1248485397
266.0,0.0,1063947.1248485397
268.0,0.0,1063947.1248485397
270.0,0.0,1063947.1248485397
272.0,0.0,1063947.1248485397
274.0,0.0,1063947.1248485397
276.0,0.0,1063947.1248485397
278.0,0.0,1063947.1248485397
280.0,0.0,1063947.1248485397
282.0,0.0,1063947.1248485397
284.0,0.0,1063947.1248485397
286.0,0.0,1063947.1248485397
288.0,0.0,1063947.1248485397
290.0,0.0,1063947.1248485397
292.0,0.0,1063947.1248485397
294.0,0.0,1063947.1248485397
296.0,0.0,1063947.1248485397
298.0,0.0,1063947.1248485397
300.0,0.0,1063947.1248485397
302.0,0.0,1063947.1248485397
304.0,0.0,1063947.1248485397
306.0,0.0,1063947.1248485397
308.0,0.0,1063947.1248485397
310.0,0.0,1063947.1248485397
312.0,0.0,1063947.1248485397
314.0,0.0,1063947.1248485397
316.0,0.0,1063947.1248485397
318.0,0.0,1063947.1248485397
320.0,0.0,1063947.1248485397
322.0,0.0,1063947.1248485397
324.0,0.0,1063947.1248485397
326.0,0.0,1063947.1248485397
328.0,0.0,1063947.1248485397
330.0,0.0,1063947.1248485397
332.0,0.0,1063947.1248485397
334.0,0.0,1063947.1248485397
336.0,0.0,1063947.1248485397
338.0,0.0,1063947.1248485397
340.0,0.0,1063947.1248485397
342.0,0.0,1063947.1248485397
344.0,0.0,1063947.1248485397
346.0,0.0,1063947.1248485397
348.0,0.0,1063947.1248485397
350.0,0.0,1063947.1248485397
352.0,0.0,1063947.1248485397
354.0,0.0,1063947.1248485397
356.0,0.0,1063947.1248485397
358.0,0.0,1063947.1248485397
360.0,0.0,1063947.1248485397
362.0,0.0,1063947.1248485397
364.0,0.0,1063947.1248485397
366.0,0.0,1063947.1248485397
368.0,0.0,1063947.1248485397
370.0,0.0,1063947.1248485397
372.0,0.0,1063947.1248485397
374.0,0.0,1063947.1248485397
376.0,0.0,1063947.1248485397
378.0,0.0,1063947.1248485397
380.0,0.0,1063947.1248485397
382.0,0.0,1063947.1248485397
384.0,0.0,1063947.1248485397
386.0,0.0,1063947.1248485397
388.0,0.0,1063947.1248485397
390.0,0.0,1063947.1248485397
392.0,0.0,1063947.1248485397
394.0,0.0,1063947.1248485397
396.0,0.0,1063947.1248485397
398.0,0.0,1063947.1248485397
400.0,0.0,1063947.1248485397
402.0,0.0,1063947.1248485397
404.0,0.0,1063947.1248485397
406.0,0.0,1063947.1248485397
408.0,0.0,1063947.1248485397
410.0,0.0,1063947.1248485397
412.0,0.0,1063947.1248485397
414.0,0.0,1063947.1248485397
416.0,0.0,1063947.1248485397
418.0,0.0,1063947.1248485397
420.0,0.0,1063947.1248485397
422.0,0.0,1063947.1248485397
424.0,0.0,1063947.1248485397
426.0,0.0,1063947.1248485397
428.0,0.0,1063947.1248485397
430.0,0.0,1063947.1248485397
432.0,0.0,1063947.1248485397
434.0,0.0,1063947.1248485397
436.0,0.0,1063947.1248485397
438.0,0.0,1063947.1248485397
440.0,0.0,1063947.1248485397
442.0,0.0,1063947.1248485397
444.0,0.0,1063947.1248485397
446.0,0.0,1063947.1248485397
448.0,0.0,1063947.1248485397
450.0,0.0,1063947.1248485397
452.0,0.0,1063947.1248485397
454.0,0.0,1063947.1248485397
456.0,0.0,1063947.1248485397
458.0,0.0,1063947.1248485397
460.0,0.0,1063947.1248485397
462.0,0.0,1063947.1248485397
464.0,0.0,1063947.1248485397
466.0,0.0,1063947.1248485397
468.0,0.0,1063947.1248485397
470.0,0.0,1063947.1248485397
472.0,0.0,1063947.1248485397
474.0,0.0,1063947.1248485397
476.0,0.0,1063947.1248485397
478.0,0.0,1063947.1248485397
480.0,0.0,1063947.1248485397
482.0,0.0,1063947.1248485397
484.0,0.0,1063947.1248485397
486.0,0.0,1063947.1248485397
488.0,0.0,1063947.1248485397
490.0,0.0,1063947.1248485397
492.0,0.0,1063947.1248485397
494.0,0.0,1063947.1248485397
496.0,0.0,1063947.1248485397
498.0,0.0,1063947.1248485397
500.0,0.0,1063947.1248485397
502.0,0.0,1063947.1248485397
504.0,0.0,1063947.1248485397
506.0,0.0,1063947.1248485397
508.0,0.0,1063947.1248485397
510.0,0.0,1063947.1248485397
512.0,0.0,1063947.1248485397
514.0,0.0,1063947.1248485397
516.0,0.0,1063947.1248485397
518.0,0.0,1063947.1248485397
520.0,0.0,1063947.1248485397
522.0,0.0,1063947.1248485397
524.0,0.0,1063947.1248485397
526.0,0.0,1063947.1248485397
528.0,0.0,1063947.1248485397
530.0,0.0,1063947.1248485397
532.0,0.0,1063947.1248485397
534.0,0.0,1063947.1248485397
536.0,0.0,1063947.1248485397
538.0,0.0,1063947.1248485397
540.0,0.0,1063947.1248485397
542.0,0.0,1063947.1248485397
544.0,0.0,1063947.1248485397
546.0,0.0,1063947.1248485397
548.0,0.0,1063947.1248485397
550.0,0.0,1063947.1248485397
552.0,0.0,1063947.1248485397
554.0,0.0,1063947.1248485397
556.0,0.0,1063947.1248485397
558.0,0.0,1063947.1248485397
560.0,0.0,1063947.1248485397
562.0,0.0,1063947.1248485397
564.0,0.0,1063947.1248485397
566.0,0.0,1063947.1248485397
568.0,0.0,1063947.1248485397
570.0,0.0,1063947.1248485397
572.0,0.0,1063947.1248485397
574.0,0.0,1063947.1248485397
576.0,0.0,1063947.1248485397
578.0,0.0,1063947.1248485397
580.0,0.0,1063947.1248485397
582.0,0.0,1063947.1248485397
584.0,0.0,1063947.1248485397
586.0,0.0,1063947.1248485397
588.0,0.0,1063947.1248485397
590.0,0.0,1063947.1248485397
592.0,0.0,1063947.1248485397
594.0,0.0,1063947.1248485397
596.0,0.0,1063947.1248485397
598.0,0.0,1063947.1248485397
600.0,0.0,1063947.1248485397
