time_s,generated_a_bits,generated_b_bits,delivered_bits,delivered_step_bits,pool_a_bits,pool_b_bits
-600.0,0.0,0.0,0.0,0.0,0.0,0.0
-598.0,0.0,0.0,0.0,0.0,0.0,0.0
-596.0,0.0,0.0,0.0,0.0,0.0,0.0
-594.0,0.0,0.0,0.0,0.0,0.0,0.0
-592.0,0.0,0.0,0.0,0.0,0.0,0.0
-590.0,0.0,0.0,0.0,0.0,0.0,0.0
-588.0,0.0,0.0,0.0,0.0,0.0,0.0
-586.0,0.0,0.0,0.0,0.0,0.0,0.0
-584.0,0.0,0.0,0.0,0.0,0.0,0.0
-582.0,0.0,0.0,0.0,0.0,0.0,0.0
-580.0,0.0,0.0,0.0,0.0,0.0,0.0
-578.0,0.0,0.0,0.0,0.0,0.0,0.0
-576.0,0.0,0.0,0.0,0.0,0.0,0.0
-574.0,0.0,0.0,0.0,0.0,0.0,0.0
-572.0,0.0,0.0,0.0,0.0,0.0,0.0
-570.0,0.0,0.0,0.0,0.0,0.0,0.0
-568.0,0.0,0.0,0.0,0.0,0.0,0.0
-566.0,0.0,0.0,0.0,0.0,0.0,0.0
-564.0,0.0,0.0,0.0,0.0,0.0,0.0
-562.0,0.0,0.0,0.0,0.0,0.0,0.0
-560.0,0.0,0.0,0.0,0.0,0.0,0.0
-558.0,0.0,0.0,0.0,0.0,0.0,0.0
-556.0,0.0,0.0,0.0,0.0,0.0,0.0
-554.0,0.0,0.0,0.0,0.0,0.0,0.0
-552.0,0.0,0.0,0.0,0.0,0.0,0.0
-550.0,0.0,0.0,0.0,0.0,0.0,0.0
-548.0,0.0,0.0,0.0,0.0,0.0,0.0
-546.0,0.0,0.0,0.0,0.0,0.0,0.0
-544.0,0.0,0.0,0.0,0.0,0.0,0.0
-542.0,0.0,0.0,0.0,0.0,0.0,0.0
-540.0,0.0,0.0,0.0,0.0,0.0,0.0
-538.0,0.0,0.0,0.0,0.0,0.0,0.0
-536.0,0.0,0.0,0.0,0.0,0.0,0.0
-534.0,0.0,0.0,0.0,0.0,0.0,0.0
-532.0,0.0,0.0,0.0,0.0,0.0,0.0
-530.0,0.0,0.0,0.0,0.0,0.0,0.0
-528.0,0.0,0.0,0.0,0.0,0.0,0.0
-526.0,0.0,0.0,0.0,0.0,0.0,0.0
-524.0,0.0,0.0,0.0,0.0,0.0,0.0
-522.0,0.0,0.0,0.0,0.0,0.0,0.0
-520.0,0.0,0.0,0.0,0.0,0.0,0.0
-518.0,0.0,0.0,0.0,0.0,0.0,0.0
-516.0,0.0,0.0,0.0,0.0,0.0,0.0
-514.0,0.0,0.0,0.0,0.0,0.0,0.0
-512.0,0.0,0.0,0.0,0.0,0.0,0.0
-510.0,0.0,0.0,0.0,0.0,0.0,0.0
-508.0,0.0,0.0,0.0,0.0,0.0,0.0
-506.0,0.0,0.0,0.0,0.0,0.0,0.0
-504.0,0.0,0.0,0.0,0.0,0.0,0.0
-502.0,0.0,0.0,0.0,0.0,0.0,0.0
-500.0,0.0,0.0,0.0,0.0,0.0,0.0
-498.0,0.0,0.0,0.0,0.0,0.0,0.0
-496.0,0.0,0.0,0.0,0.0,0.0,0.0
-494.0,0.0,0.0,0.0,0.0,0.0,0.0
-492.0,0.0,0.0,0.0,0.0,0.0,0.0
-490.0,0.0,0.0,0.0,0.0,0.0,0.0
-488.0,0.0,0.0,0.0,0.0,0.0,0.0
-486.0,0.0,0.0,0.0,0.0,0.0,0.0
-484.0,0.0,0.0,0.0,0.0,0.0,0.0
-482.0,0.0,0.0,0.0,0.0,0.0,0.0
-480.0,0.0,0.0,0.0,0.0,0.0,0.0
-478.0,0.0,0.0,0.0,0.0,0.0,0.0
-476.0,0.0,0.0,0.0,0.0,0.0,0.0
-474.0,0.0,0.0,0.0,0.0,0.0,0.0
-472.0,0.0,0.0,0.0,0.0,0.0,0.0
-470.0,0.0,0.0,0.0,0.0,0.0,0.0
-468.0,0.0,0.0,0.0,0.0,0.0,0.0
-466.0,0.0,0.0,0.0,0.0,0.0,0.0
-464.0,0.0,0.0,0.0,0.0,0.0,0.0
-462.0,0.0,0.0,0.0,0.0,0.0,0.0
-460.0,0.0,0.0,0.0,0.0,0.0,0.0
-458.0,0.0,0.0,0.0,0.0,0.0,0.0
-456.0,0.0,0.0,0.0,0.0,0.0,0.0
-454.0,0.0,0.0,0.0,0.0,0.0,0.0
-452.0,0.0,0.0,0.0,0.0,0.0,0.0
-450.0,0.0,0.0,0.0,0.0,0.0,0.0
-448.0,0.0,0.0,0.0,0.0,0.0,0.0
-446.0,0.0,0.0,0.0,0.0,0.0,0.0
-444.0,0.0,0.0,0.0,0.0,0.0,0.0
-442.0,0.0,0.0,0.0,0.0,0.0,0.0
-440.0,0.0,0.0,0.0,0.0,0.0,0.0
-438.0,0.0,0.0,0.0,0.0,0.0,0.0
-436.0,0.0,0.0,0.0,0.0,0.0,0.0
-434.0,0.0,0.0,0.0,0.0,0.0,0.0
-432.0,0.0,0.0,0.0,0.0,0.0,0.0
-430.0,0.0,0.0,0.0,0.0,0.0,0.0
-428.0,0.0,0.0,0.0,0.0,0.0,0.0
-426.0,0.0,0.0,0.0,0.0,0.0,0.0
-424.0,0.0,0.0,0.0,0.0,0.0,0.0
-422.0,0.0,0.0,0.0,0.0,0.0,0.0
-420.0,0.0,0.0,0.0,0.0,0.0,0.0
-418.0,0.0,0.0,0.0,0.0,0.0,0.0
-416.0,0.0,0.0,0.0,0.0,0.0,0.0
-414.0,0.0,0.0,0.0,0.0,0.0,0.0
-412.0,0.0,0.0,0.0,0.0,0.0,0.0
-410.0,0.0,0.0,0.0,0.0,0.0,0.0
-408.0,0.0,0.0,0.0,0.0,0.0,0.0
-406.0,0.0,0.0,0.0,0.0,0.0,0.0
-404.0,0.0,0.0,0.0,0.0,0.0,0.0
-402.0,0.0,0.0,0.0,0.0,0.0,0.0
-400.0,0.0,0.0,0.0,0.0,0.0,0.0
-398.0,0.0,0.0,0.0,0.0,0.0,0.0
-396.0,0.0,0.0,0.0,0.0,0.0,0.0
-394.0,0.0,0.0,0.0,0.0,0.0,0.0
-392.0,0.0,0.0,0.0,0.0,0.0,0.0
-390.0,0.0,0.0,0.0,0.0,0.0,0.0
-388.0,0.0,0.0,0.0,0.0,0.0,0.0
-386.0,0.0,0.0,0.0,0.0,0.0,0.0
-384.0,0.0,0.0,0.0,0.0,0.0,0.0
-382.0,0.0,0.0,0.0,0.0,0.0,0.0
-380.0,0.0,0.0,0.0,0.0,0.0,0.0
-378.0,0.0,0.0,0.0,0.0,0.0,0.0
-376.0,0.0,0.0,0.0,0.0,0.0,0.0
-374.0,0.0,0.0,0.0,0.0,0.0,0.0
-372.0,0.0,0.0,0.0,0.0,0.0,0.0
-370.0,0.0,0.0,0.0,0.0,0.0,0.0
-368.0,0.0,0.0,0.0,0.0,0.0,0.0
-366.0,0.0,0.0,0.0,0.0,0.0,0.0
-364.0,0.0,0.0,0.0,0.0,0.0,0.0
-362.0,0.0,0.0,0.0,0.0,0.0,0.0
-360.0,0.0,0.0,0.0,0.0,0.0,0.0
-358.0,0.0,0.0,0.0,0.0,0.0,0.0
-356.0,0.0,0.0,0.0,0.0,0.0,0.0
-354.0,0.0,0.0,0.0,0.0,0.0,0.0
-352.0,0.0,0.0,0.0,0.0,0.0,0.0
-350.0,0.0,0.0,0.0,0.0,0.0,0.0
-348.0,0.0,0.0,0.0,0.0,0.0,0.0
-346.0,0.0,0.0,0.0,0.0,0.0,0.0
-344.0,0.0,0.0,0.0,0.0,0.0,0.0
-342.0,0.0,0.0,0.0,0.0,0.0,0.0
-340.0,0.0,0.0,0.0,0.0,0.0,0.0
-338.0,0.0,0.0,0.0,0.0,0.0,0.0
-336.0,0.0,0.0,0.0,0.0,0.0,0.0
-334.0,0.0,0.0,0.0,0.0,0.0,0.0
-332.0,0.0,0.0,0.0,0.0,0.0,0.0
-330.0,0.0,0.0,0.0,0.0,0.0,0.0
-328.0,0.0,0.0,0.0,0.0,0.0,0.0
-326.0,0.0,0.0,0.0,0.0,0.0,0.0
