time_s,generated_a_bits,generated_b_bits,delivered_bits,delivered_step_bits,pool_a_bits,pool_b_bits
-600.0,0.0,0.0,0.0,0.0,0.0,0.0
-598.0,0.0,0.0,0.0,0.0,0.0,0.0
-596.0,0.0,0.0,0.0,0.0,0.0,0.0
-594.0,0.0,0.0,0.0,0.0,0.0,0.0
-592.0,0.0,0.0,0.0,0.0,0.0,0.0
-590.0,0.0,0.0,0.0,0.0,0.0,0.0
-588.0,0.0,0.0,0.0,0.0,0.0,0.0
-586.0,0.0,0.0,0.0,0.0,0.0,0.0
-584.0,0.0,0.0,0.0,0.0,0.0,0.0
-582.0,0.0,0.0,0.0,0.0,0.0,0.0
-580.0,0.0,0.0,0.0,0.0,0.0,0.0
-578.0,0.0,0.0,0.0,0.0,0.0,0.0
-576.0,0.0,0.0,0.0,0.0,0.0,0.0
-574.0,0.0,0.0,0.0,0.0,0.0,0.0
-572.0,0.0,0.0,0.0,0.0,0.0,0.0
-570.0,0.0,0.0,0.0,0.0,0.0,0.0
-568.0,0.0,0.0,0.0,0.0,0.0,0.0
-566.0,0.0,0.0,0.0,0.0,0.0,0.0
-564.0,0.0,0.0,0.0,0.0,0.0,0.0
-562.0,0.0,0.0,0.0,0.0,0.0,0.0
-560.0,0.0,0.0,0.0,0.0,0.0,0.0
-558.0,0.0,0.0,0.0,0.0,0.0,0.0
-556.0,0.0,0.0,0.0,0.0,0.0,0.0
-554.0,0.0,0.0,0.0,0.0,0.0,0.0
-552.0,0.0,0.0,0.0,0.0,0.0,0.0
-550.0,0.0,0.0,0.0,0.0,0.0,0.0
-548.0,0.0,0.0,0.0,0.0,0.0,0.0
-546.0,0.0,0.0,0.0,0.0,0.0,0.0
-544.0,0.0,0.0,0.0,0.0,0.0,0.0
-542.0,0.0,0.0,0.0,0.0,0.0,0.0
-540.0,0.0,0.0,0.0,0.0,0.0,0.0
-538.0,0.0,0.0,0.0,0.0,0.0,0.0
-536.0,0.0,0.0,0.0,0.0,0.0,0.0
-534.0,0.0,0.0,0.0,0.0,0.0,0.0
-532.0,0.0,0.0,0.0,0.0,0.0,0.0
-530.0,0.0,0.0,0.0,0.0,0.0,0.0
-528.0,0.0,0.0,0.0,0.0,0.0,0.0
-526.0,0.0,0.0,0.0,0.0,0.0,0.0
-524.0,0.0,0.0,0.0,0.0,0.0,0.0
-522.0,0.0,0.0,0.0,0.0,0.0,0.0
-520.0,0.0,0.0,0.0,0.0,0.0,0.0
-518.0,0.0,0.0,0.0,0.0,0.0,0.0
-516.0,0.0,0.0,0.0,0.0,0.0,0.0
-514.0,0.0,0.0,0.0,0.0,0.0,0.0
-512.0,0.0,0.0,0.0,0.0,0.0,0.0
-510.0,0.0,0.0,0.0,0.0,0.0,0.0
-508.0,0.0,0.0,0.0,0.0,0.0,0.0
-506.0,0.0,0.0,0.0,0.0,0.0,0.0
-504.0,0.0,0.0,0.0,0.0,0.0,0.0
-502.0,0.0,0.0,0.0,0.0,0.0,0.0
-500.0,0.0,0.0,0.0,0.0,0.0,0.0
-498.0,0.0,0.0,0.0,0.0,0.0,0.0
-496.0,0.0,0.0,0.0,0.0,0.0,0.0
-494.0,0.0,0.0,0.0,0.0,0.0,0.0
-492.0,0.0,0.0,0.0,0.0,0.0,0.0
-490.0,0.0,0.0,0.0,0.0,0.0,0.0
-488.0,0.0,0.0,0.0,0.0,0.0,0.0
-486.0,0.0,0.0,0.0,0.0,0.0,0.0
-484.0,0.0,0.0,0.0,0.0,0.0,0.0
-482.0,0.0,0.0,0.0,0.0,0.0,0.0
-480.0,0.0,0.0,0.0,0.0,0.0,0.0
-478.0,0.0,0.0,0.0,0.0,0.0,0.0
-476.0,0.0,0.0,0.0,0.0,0.0,0.0
-474.0,0.0,0.0,0.0,0.0,0.0,0.0
-472.0,0.0,0.0,0.0,0.0,0.0,0.0
-470.0,0.0,0.0,0.0,0.0,0.0,0.0
-468.0,0.0,0.0,0.0,0.0,0.0,0.0
-466.0,0.0,0.0,0.0,0.0,0.0,0.0
-464.0,0.0,0.0,0.0,0.0,0.0,0.0
-462.0,0.0,0.0,0.0,0.0,0.0,0.0
-460.0,0.0,0.0,0.0,0.0,0.0,0.0
-458.0,0.0,0.0,0.0,0.0,0.0,0.0
-456.0,0.0,0.0,0.0,0.0,0.0,0.0
-454.0,0.0,0.0,0.0,0.0,0.0,0.0
-452.0,0.0,0.0,0.0,0.0,0.0,0.0
